Code;Libellé;Date (M);Type;Types de notices(M);Usages (zones et sous zones) (M);Nom du référentiel;Nom_usage/web;Notes internes au document;Règle de contrôle;NORME Externe;Modalité de mise à jour;Valeur fixe;Responsable;Commentaire;CODE ou LISTE
pus;pachto;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
pus;pachtou => pachto.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
pus;pouchtou => pachto.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
que;kicua => quechua.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
que;quechua;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
que;quichua => quechua.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
raj;rajasthani;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rap;rapanui;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rar;maori des îles Cook => rarotonga.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rar;rarotonga;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
roa;acadien => langue romane.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
roa;anglo-normand => langue romane.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
roa;cajun => langue romane.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
roa;langue romane;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
roa;romanes, langues => langue romane.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
roh;ladin => romanche.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
roh;rhéto-roman => romanche.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
roh;romanche;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rom;gitan => tsigane.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rom;gypsy => tsigane.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rom;romani => tsigane.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rom;tsigane;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rom;tzigane => tsigane.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rum;moldave => roumain.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rum;roumain;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
run;kiroundi => rundi.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
run;kirundi => rundi.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
run;rundi;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rup;aroumain;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rup;macédo-roumain => aroumain.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
rus;russe;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sad;sandawe;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sag;sango;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sah;iakoute;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sah;sakha => iakoute.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sah;yakoute => iakoute.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sai;langue indienne d'Amérique du Sud;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sai;sud-amérindiennes, langues => langue indienne d'Amérique du Sud.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;bella coola => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;colville => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;comox => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;kalispel => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;langue salishenne;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;lillooet => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;ntlakyapamuk => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;okanagon => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;quinault => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;salish => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;salishennes, langues => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;scheshelt => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;shuswap => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;squamish => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;squawmish => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;stalo => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sal;thompson => langue salishenne.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sam;samaritain;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
san;sanskrit;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
san;védique => sanskrit.;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sas;sasak;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sat;santal;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
scn;sicilien;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
sco;écossais;;;A;"A WWW $w pos. 06-08
  A 008 pos. 14-16
  A 041 $a
  A 041 $t
  A 041 $v
  B WWW $w pos. 06-08
  B 008 pos. 31-33
  B 041 $a
  B 041 $b
  B 041 $c
  B 041 $d
  B 041 $e
  B 041 $f
  B 041 $g
  B 041 $h
  B 041 $i
";CodeLangue;Code de langues;;;"un libellé suivi d’un "" => "" puis ""."" forme un renvoi.";;;;;CODE
